WOJ,POW,GMI,RODZ,NAZWA,NAZWA_DOD,STAN_NA,
14,65,12,8,Ursus,dzielnica,2022-01-01,
14,65,13,8,Ursynów,dzielnica,2022-01-01,
14,65,14,8,Wawer,dzielnica,2022-01-01,
14,65,15,8,Wesoła,dzielnica,2022-01-01,
14,65,16,8,Wilanów,dzielnica,2022-01-01,
14,65,17,8,Włochy,dzielnica,2022-01-01,
14,65,18,8,Wola,dzielnica,2022-01-01,
14,65,19,8,Żoliborz,dzielnica,2022-01-01,
16,,,,OPOLSKIE,województwo,2022-01-01,
16,1,,,brzeski,powiat,2022-01-01,
16,1,1,1,Brzeg,gmina miejska,2022-01-01,
16,1,2,2,Skarbimierz,gmina wiejska,2022-01-01,
16,1,3,3,Grodków,gmina miejsko-wiejska,2022-01-01,
16,1,3,4,Grodków,miasto,2022-01-01,
16,1,3,5,Grodków,obszar wiejski,2022-01-01,
16,1,4,3,Lewin Brzeski,gmina miejsko-wiejska,2022-01-01,
16,1,4,4,Lewin Brzeski,miasto,2022-01-01,
16,1,4,5,Lewin Brzeski,obszar wiejski,2022-01-01,
16,1,5,2,Lubsza,gmina wiejska,2022-01-01,
16,1,6,2,Olszanka,gmina wiejska,2022-01-01,
16,2,,,głubczycki,powiat,2022-01-01,
16,2,1,3,Baborów,gmina miejsko-wiejska,2022-01-01,
16,2,1,4,Baborów,miasto,2022-01-01,
16,2,1,5,Baborów,obszar wiejski,2022-01-01,
16,2,2,2,Branice,gmina wiejska,2022-01-01,
16,2,3,3,Głubczyce,gmina miejsko-wiejska,2022-01-01,
16,2,3,4,Głubczyce,miasto,2022-01-01,
16,2,3,5,Głubczyce,obszar wiejski,2022-01-01,
16,2,4,3,Kietrz,gmina miejsko-wiejska,2022-01-01,
16,2,4,4,Kietrz,miasto,2022-01-01,
16,2,4,5,Kietrz,obszar wiejski,2022-01-01,
16,3,,,kędzierzyńsko-kozielski,powiat,2022-01-01,
16,3,1,1,Kędzierzyn-Koźle,gmina miejska,2022-01-01,
16,3,2,2,Bierawa,gmina wiejska,2022-01-01,
16,3,3,2,Cisek,gmina wiejska,2022-01-01,
16,3,4,2,Pawłowiczki,gmina wiejska,2022-01-01,
16,3,5,2,Polska Cerekiew,gmina wiejska,2022-01-01,
16,3,6,2,Reńska Wieś,gmina wiejska,2022-01-01,
16,4,,,kluczborski,powiat,2022-01-01,
16,4,1,3,Byczyna,gmina miejsko-wiejska,2022-01-01,
16,4,1,4,Byczyna,miasto,2022-01-01,
16,4,1,5,Byczyna,obszar wiejski,2022-01-01,
16,4,2,3,Kluczbork,gmina miejsko-wiejska,2022-01-01,
16,4,2,4,Kluczbork,miasto,2022-01-01,
16,4,2,5,Kluczbork,obszar wiejski,2022-01-01,
16,4,3,2,Lasowice Wielkie,gmina wiejska,2022-01-01,
16,4,4,3,Wołczyn,gmina miejsko-wiejska,2022-01-01,
16,4,4,4,Wołczyn,miasto,2022-01-01,
16,4,4,5,Wołczyn,obszar wiejski,2022-01-01,
16,5,,,krapkowicki,powiat,2022-01-01,
16,5,1,3,Gogolin,gmina miejsko-wiejska,2022-01-01,
16,5,1,4,Gogolin,miasto,2022-01-01,
16,5,1,5,Gogolin,obszar wiejski,2022-01-01,
16,5,2,3,Krapkowice,gmina miejsko-wiejska,2022-01-01,
16,5,2,4,Krapkowice,miasto,2022-01-01,
16,5,2,5,Krapkowice,obszar wiejski,2022-01-01,
16,5,3,2,Strzeleczki,gmina wiejska,2022-01-01,
16,5,4,2,Walce,gmina wiejska,2022-01-01,
16,5,5,3,Zdzieszowice,gmina miejsko-wiejska,2022-01-01,
16,5,5,4,Zdzieszowice,miasto,2022-01-01,
16,5,5,5,Zdzieszowice,obszar wiejski,2022-01-01,
16,6,,,namysłowski,powiat,2022-01-01,
16,6,1,2,Domaszowice,gmina wiejska,2022-01-01,
16,6,2,3,Namysłów,gmina miejsko-wiejska,2022-01-01,
16,6,2,4,Namysłów,miasto,2022-01-01,
16,6,2,5,Namysłów,obszar wiejski,2022-01-01,
16,6,3,2,Pokój,gmina wiejska,2022-01-01,
16,6,4,2,Świerczów,gmina wiejska,2022-01-01,
16,6,5,2,Wilków,gmina wiejska,2022-01-01,
16,7,,,nyski,powiat,2022-01-01,
16,7,1,3,Głuchołazy,gmina miejsko-wiejska,2022-01-01,
16,7,1,4,Głuchołazy,miasto,2022-01-01,
16,7,1,5,Głuchołazy,obszar wiejski,2022-01-01,
16,7,2,2,Kamiennik,gmina wiejska,2022-01-01,
16,7,3,3,Korfantów,gmina miejsko-wiejska,2022-01-01,
16,7,3,4,Korfantów,miasto,2022-01-01,
16,7,3,5,Korfantów,obszar wiejski,2022-01-01,
16,7,4,2,Łambinowice,gmina wiejska,2022-01-01,
16,7,5,3,Nysa,gmina miejsko-wiejska,2022-01-01,
16,7,5,4,Nysa,miasto,2022-01-01,
16,7,5,5,Nysa,obszar wiejski,2022-01-01,
16,7,6,3,Otmuchów,gmina miejsko-wiejska,2022-01-01,
16,7,6,4,Otmuchów,miasto,2022-01-01,
16,7,6,5,Otmuchów,obszar wiejski,2022-01-01,
16,7,7,3,Paczków,gmina miejsko-wiejska,2022-01-01,
16,7,7,4,Paczków,miasto,2022-01-01,
16,7,7,5,Paczków,obszar wiejski,2022-01-01,
16,7,8,2,Pakosławice,gmina wiejska,2022-01-01,
16,7,9,2,Skoroszyce,gmina wiejska,2022-01-01,
16,8,,,oleski,powiat,2022-01-01,
16,8,1,3,Dobrodzień,gmina miejsko-wiejska,2022-01-01,
16,8,1,4,Dobrodzień,miasto,2022-01-01,
16,8,1,5,Dobrodzień,obszar wiejski,2022-01-01,
16,8,2,3,Gorzów Śląski,gmina miejsko-wiejska,2022-01-01,
16,8,2,4,Gorzów Śląski,miasto,2022-01-01,
16,8,2,5,Gorzów Śląski,obszar wiejski,2022-01-01,
16,8,3,3,Olesno,gmina miejsko-wiejska,2022-01-01,
16,8,3,4,Olesno,miasto,2022-01-01,
16,8,3,5,Olesno,obszar wiejski,2022-01-01,
16,8,4,3,Praszka,gmina miejsko-wiejska,2022-01-01,
16,8,4,4,Praszka,miasto,2022-01-01,
16,8,4,5,Praszka,obszar wiejski,2022-01-01,
16,8,5,2,Radłów,gmina wiejska,2022-01-01,
16,8,6,2,Rudniki,gmina wiejska,2022-01-01,
16,8,7,2,Zębowice,gmina wiejska,2022-01-01,
16,9,,,opolski,powiat,2022-01-01,
16,9,1,2,Chrząstowice,gmina wiejska,2022-01-01,
16,9,2,2,Dąbrowa,gmina wiejska,2022-01-01,
16,9,3,2,Dobrzeń Wielki,gmina wiejska,2022-01-01,
16,9,4,2,Komprachcice,gmina wiejska,2022-01-01,
16,9,5,2,Łubniany,gmina wiejska,2022-01-01,
16,9,6,2,Murów,gmina wiejska,2022-01-01,
16,9,7,3,Niemodlin,gmina miejsko-wiejska,2022-01-01,
16,9,7,4,Niemodlin,miasto,2022-01-01,
16,9,7,5,Niemodlin,obszar wiejski,2022-01-01,
16,9,8,3,Ozimek,gmina miejsko-wiejska,2022-01-01,
16,9,8,4,Ozimek,miasto,2022-01-01,
16,9,8,5,Ozimek,obszar wiejski,2022-01-01,
16,9,9,2,Popielów,gmina wiejska,2022-01-01,
16,9,10,3,Prószków,gmina miejsko-wiejska,2022-01-01,
16,9,10,4,Prószków,miasto,2022-01-01,
16,9,10,5,Prószków,obszar wiejski,2022-01-01,
16,9,11,2,Tarnów Opolski,gmina wiejska,2022-01-01,
16,9,12,3,Tułowice,gmina miejsko-wiejska,2022-01-01,
16,9,12,4,Tułowice,miasto,2022-01-01,
16,9,12,5,Tułowice,obszar wiejski,2022-01-01,
16,9,13,2,Turawa,gmina wiejska,2022-01-01,
16,10,,,prudnicki,powiat,2022-01-01,
16,10,1,3,Biała,gmina miejsko-wiejska,2022-01-01,
16,10,1,4,Biała,miasto,2022-01-01,
16,10,1,5,Biała,obszar wiejski,2022-01-01,
16,10,2,3,Głogówek,gmina miejsko-wiejska,2022-01-01,
16,10,2,4,Głogówek,miasto,2022-01-01,
16,10,2,5,Głogówek,obszar wiejski,2022-01-01,
16,10,3,2,Lubrza,gmina wiejska,2022-01-01,
16,10,4,3,Prudnik,gmina miejsko-wiejska,2022-01-01,
16,10,4,4,Prudnik,miasto,2022-01-01,
16,10,4,5,Prudnik,obszar wiejski,2022-01-01,
16,11,,,strzelecki,powiat,2022-01-01,
16,11,1,2,Izbicko,gmina wiejska,2022-01-01,
16,11,2,2,Jemielnica,gmina wiejska,2022-01-01,
16,11,3,3,Kolonowskie,gmina miejsko-wiejska,2022-01-01,
16,11,3,4,Kolonowskie,miasto,2022-01-01,
16,11,3,5,Kolonowskie,obszar wiejski,2022-01-01,
16,11,4,3,Leśnica,gmina miejsko-wiejska,2022-01-01,
16,11,4,4,Leśnica,miasto,2022-01-01,
16,11,4,5,Leśnica,obszar wiejski,2022-01-01,
16,11,5,3,Strzelce Opolskie,gmina miejsko-wiejska,2022-01-01,
16,11,5,4,Strzelce Opolskie,miasto,2022-01-01,
16,11,5,5,Strzelce Opolskie,obszar wiejski,2022-01-01,
16,11,6,3,Ujazd,gmina miejsko-wiejska,2022-01-01,
16,11,6,4,Ujazd,miasto,2022-01-01,
16,11,6,5,Ujazd,obszar wiejski,2022-01-01,
16,11,7,3,Zawadzkie,gmina miejsko-wiejska,2022-01-01,
16,11,7,4,Zawadzkie,miasto,2022-01-01,
16,11,7,5,Zawadzkie,obszar wiejski,2022-01-01,
16,61,,,Opole,miasto na prawach powiatu,2022-01-01,
16,61,1,1,Opole,gmina miejska,2022-01-01,
18,,,,PODKARPACKIE,województwo,2022-01-01,
18,1,,,bieszczadzki,powiat,2022-01-01,
18,1,3,2,Czarna,gmina wiejska,2022-01-01,
18,1,5,2,Lutowiska,gmina wiejska,2022-01-01,
18,1,8,3,Ustrzyki Dolne,gmina miejsko-wiejska,2022-01-01,
18,1,8,4,Ustrzyki Dolne,miasto,2022-01-01,
18,1,8,5,Ustrzyki Dolne,obszar wiejski,2022-01-01,
18,2,,,brzozowski,powiat,2022-01-01,
18,2,1,3,Brzozów,gmina miejsko-wiejska,2022-01-01,
18,2,1,4,Brzozów,miasto,2022-01-01,
18,2,1,5,Brzozów,obszar wiejski,2022-01-01,
18,2,2,2,Domaradz,gmina wiejska,2022-01-01,
18,2,3,2,Dydnia,gmina wiejska,2022-01-01,
18,2,4,2,Haczów,gmina wiejska,2022-01-01,
18,2,5,2,Jasienica Rosielna,gmina wiejska,2022-01-01,
18,2,6,2,Nozdrzec,gmina wiejska,2022-01-01,
18,3,,,dębicki,powiat,2022-01-01,
18,3,1,1,Dębica,gmina miejska,2022-01-01,
18,3,2,3,Brzostek,gmina miejsko-wiejska,2022-01-01,
18,3,2,4,Brzostek,miasto,2022-01-01,
18,3,2,5,Brzostek,obszar wiejski,2022-01-01,
18,3,3,2,Czarna,gmina wiejska,2022-01-01,
18,3,4,2,Dębica,gmina wiejska,2022-01-01,
18,3,5,2,Jodłowa,gmina wiejska,2022-01-01,
18,3,6,3,Pilzno,gmina miejsko-wiejska,2022-01-01,
18,3,6,4,Pilzno,miasto,2022-01-01,
18,3,6,5,Pilzno,obszar wiejski,2022-01-01,
18,3,7,2,Żyraków,gmina wiejska,2022-01-01,
18,4,,,jarosławski,powiat,2022-01-01,
18,4,1,1,Jarosław,gmina miejska,2022-01-01,
18,4,2,1,Radymno,gmina miejska,2022-01-01,
18,4,3,2,Chłopice,gmina wiejska,2022-01-01,
18,4,4,2,Jarosław,gmina wiejska,2022-01-01,
18,4,5,2,Laszki,gmina wiejska,2022-01-01,
18,4,6,2,Pawłosiów,gmina wiejska,2022-01-01,
18,4,7,3,Pruchnik,gmina miejsko-wiejska,2022-01-01,
18,4,7,4,Pruchnik,miasto,2022-01-01,
18,4,7,5,Pruchnik,obszar wiejski,2022-01-01,
18,4,8,2,Radymno,gmina wiejska,2022-01-01,
18,4,9,2,Rokietnica,gmina wiejska,2022-01-01,
18,4,10,2,Roźwienica,gmina wiejska,2022-01-01,
18,4,11,2,Wiązownica,gmina wiejska,2022-01-01,
18,5,,,jasielski,powiat,2022-01-01,
18,5,1,1,Jasło,gmina miejska,2022-01-01,
18,5,2,2,Brzyska,gmina wiejska,2022-01-01,
18,5,3,2,Dębowiec,gmina wiejska,2022-01-01,
18,5,4,2,Jasło,gmina wiejska,2022-01-01,
18,5,5,3,Kołaczyce,gmina miejsko-wiejska,2022-01-01,
18,5,5,4,Kołaczyce,miasto,2022-01-01,
18,5,5,5,Kołaczyce,obszar wiejski,2022-01-01,
18,5,6,2,Krempna,gmina wiejska,2022-01-01,
18,5,7,2,Nowy Żmigród,gmina wiejska,2022-01-01,
18,5,8,2,Osiek Jasielski,gmina wiejska,2022-01-01,
18,5,9,2,Skołyszyn,gmina wiejska,2022-01-01,
18,5,11,2,Tarnowiec,gmina wiejska,2022-01-01,
18,6,,,kolbuszowski,powiat,2022-01-01,
18,6,1,2,Cmolas,gmina wiejska,2022-01-01,
18,6,2,3,Kolbuszowa,gmina miejsko-wiejska,2022-01-01,
18,6,2,4,Kolbuszowa,miasto,2022-01-01,
18,6,2,5,Kolbuszowa,obszar wiejski,2022-01-01,
18,6,3,2,Majdan Królewski,gmina wiejska,2022-01-01,
18,6,4,2,Niwiska,gmina wiejska,2022-01-01,
18,6,5,2,Raniżów,gmina wiejska,2022-01-01,
18,6,6,2,Dzikowiec,gmina wiejska,2022-01-01,
18,7,,,krośnieński,powiat,2022-01-01,
18,7,1,2,Chorkówka,gmina wiejska,2022-01-01,
18,7,2,3,Dukla,gmina miejsko-wiejska,2022-01-01,
18,7,2,4,Dukla,miasto,2022-01-01,
18,7,2,5,Dukla,obszar wiejski,2022-01-01,
18,7,3,3,Iwonicz-Zdrój,gmina miejsko-wiejska,2022-01-01,
18,7,3,4,Iwonicz-Zdrój,miasto,2022-01-01,
18,7,3,5,Iwonicz-Zdrój,obszar wiejski,2022-01-01,
18,7,4,3,Jedlicze,gmina miejsko-wiejska,2022-01-01,
18,7,4,4,Jedlicze,miasto,2022-01-01,
18,7,4,5,Jedlicze,obszar wiejski,2022-01-01,
18,7,5,2,Korczyna,gmina wiejska,2022-01-01,
18,7,6,2,Krościenko Wyżne,gmina wiejska,2022-01-01,
18,7,7,2,Miejsce Piastowe,gmina wiejska,2022-01-01,
18,7,8,3,Rymanów,gmina miejsko-wiejska,2022-01-01,
18,7,8,4,Rymanów,miasto,2022-01-01,
18,7,8,5,Rymanów,obszar wiejski,2022-01-01,
18,7,9,2,Wojaszówka,gmina wiejska,2022-01-01,
18,7,10,2,Jaśliska,gmina wiejska,2022-01-01,
18,8,,,leżajski,powiat,2022-01-01,
18,8,1,1,Leżajsk,gmina miejska,2022-01-01,
18,8,2,2,Grodzisko Dolne,gmina wiejska,2022-01-01,
18,8,3,2,Kuryłówka,gmina wiejska,2022-01-01,
18,8,4,2,Leżajsk,gmina wiejska,2022-01-01,
18,8,5,3,Nowa Sarzyna,gmina miejsko-wiejska,2022-01-01,
18,8,5,4,Nowa Sarzyna,miasto,2022-01-01,
18,8,5,5,Nowa Sarzyna,obszar wiejski,2022-01-01,
18,9,,,lubaczowski,powiat,2022-01-01,
18,9,1,1,Lubaczów,gmina miejska,2022-01-01,
18,9,2,3,Cieszanów,gmina miejsko-wiejska,2022-01-01,
18,9,2,4,Cieszanów,miasto,2022-01-01,
18,9,2,5,Cieszanów,obszar wiejski,2022-01-01,
18,9,3,2,Horyniec-Zdrój,gmina wiejska,2022-01-01,
18,9,4,2,Lubaczów,gmina wiejska,2022-01-01,
18,9,5,3,Narol,gmina miejsko-wiejska,2022-01-01,
18,9,5,4,Narol,miasto,2022-01-01,
18,9,5,5,Narol,obszar wiejski,2022-01-01,
18,9,6,3,Oleszyce,gmina miejsko-wiejska,2022-01-01,
18,9,6,4,Oleszyce,miasto,2022-01-01,
18,9,6,5,Oleszyce,obszar wiejski,2022-01-01,
18,9,7,2,Stary Dzików,gmina wiejska,2022-01-01,
18,9,8,2,Wielkie Oczy,gmina wiejska,2022-01-01,
18,10,,,łańcucki,powiat,2022-01-01,
18,10,1,1,Łańcut,gmina miejska,2022-01-01,
18,10,2,2,Białobrzegi,gmina wiejska,2022-01-01,
18,10,3,2,Czarna,gmina wiejska,2022-01-01,
18,10,4,2,Łańcut,gmina wiejska,2022-01-01,
18,10,5,2,Markowa,gmina wiejska,2022-01-01,
18,10,6,2,Rakszawa,gmina wiejska,2022-01-01,
18,10,7,2,Żołynia,gmina wiejska,2022-01-01,
18,11,,,mielecki,powiat,2022-01-01,
18,11,1,1,Mielec,gmina miejska,2022-01-01,
18,11,2,2,Borowa,gmina wiejska,2022-01-01,
18,11,3,2,Czermin,gmina wiejska,2022-01-01,
18,11,4,2,Gawłuszowice,gmina wiejska,2022-01-01,
18,11,5,2,Mielec,gmina wiejska,2022-01-01,
18,11,6,2,Padew Narodowa,gmina wiejska,2022-01-01,
18,11,7,3,Przecław,gmina miejsko-wiejska,2022-01-01,
18,11,7,4,Przecław,miasto,2022-01-01,
18,11,7,5,Przecław,obszar wiejski,2022-01-01,
18,11,8,3,Radomyśl Wielki,gmina miejsko-wiejska,2022-01-01,
18,11,8,4,Radomyśl Wielki,miasto,2022-01-01,
18,11,8,5,Radomyśl Wielki,obszar wiejski,2022-01-01,
18,11,9,2,Tuszów Narodowy,gmina wiejska,2022-01-01,
18,11,10,2,Wadowice Górne,gmina wiejska,2022-01-01,
18,12,,,niżański,powiat,2022-01-01,
18,12,1,2,Harasiuki,gmina wiejska,2022-01-01,
18,12,2,2,Jarocin,gmina wiejska,2022-01-01,
18,12,3,2,Jeżowe,gmina wiejska,2022-01-01,
18,12,4,2,Krzeszów,gmina wiejska,2022-01-01,
18,12,5,3,Nisko,gmina miejsko-wiejska,2022-01-01,
18,12,5,4,Nisko,miasto,2022-01-01,
18,12,5,5,Nisko,obszar wiejski,2022-01-01,
18,12,6,3,Rudnik nad Sanem,gmina miejsko-wiejska,2022-01-01,
18,12,6,4,Rudnik nad Sanem,miasto,2022-01-01,
18,12,6,5,Rudnik nad Sanem,obszar wiejski,2022-01-01,
18,12,7,3,Ulanów,gmina miejsko-wiejska,2022-01-01,
18,12,7,4,Ulanów,miasto,2022-01-01,
18,12,7,5,Ulanów,obszar wiejski,2022-01-01,
18,13,,,przemyski,powiat,2022-01-01,
18,13,1,2,Bircza,gmina wiejska,2022-01-01,
18,13,2,3,Dubiecko,gmina miejsko-wiejska,2022-01-01,
18,13,2,4,Dubiecko,miasto,2022-01-01,
18,13,2,5,Dubiecko,obszar wiejski,2022-01-01,
18,13,3,2,Fredropol,gmina wiejska,2022-01-01,
18,13,4,2,Krasiczyn,gmina wiejska,2022-01-01,
18,13,5,2,Krzywcza,gmina wiejska,2022-01-01,
18,13,6,2,Medyka,gmina wiejska,2022-01-01,
18,13,7,2,Orły,gmina wiejska,2022-01-01,
18,13,8,2,Przemyśl,gmina wiejska,2022-01-01,
18,13,9,2,Stubno,gmina wiejska,2022-01-01,
18,13,10,2,Żurawica,gmina wiejska,2022-01-01,
18,14,,,przeworski,powiat,2022-01-01,
18,14,1,1,Przeworsk,gmina miejska,2022-01-01,
18,14,2,2,Adamówka,gmina wiejska,2022-01-01,
18,14,3,2,Gać,gmina wiejska,2022-01-01,
18,14,4,2,Jawornik Polski,gmina wiejska,2022-01-01,
18,14,5,3,Kańczuga,gmina miejsko-wiejska,2022-01-01,
18,14,5,4,Kańczuga,miasto,2022-01-01,
18,14,5,5,Kańczuga,obszar wiejski,2022-01-01,
18,14,6,2,Przeworsk,gmina wiejska,2022-01-01,
18,14,7,3,Sieniawa,gmina miejsko-wiejska,2022-01-01,
18,14,7,4,Sieniawa,miasto,2022-01-01,
18,14,7,5,Sieniawa,obszar wiejski,2022-01-01,
18,14,8,2,Tryńcza,gmina wiejska,2022-01-01,
18,14,9,2,Zarzecze,gmina wiejska,2022-01-01,
18,15,,,ropczycko-sędziszowski,powiat,2022-01-01,
18,15,1,2,Iwierzyce,gmina wiejska,2022-01-01,
18,15,2,2,Ostrów,gmina wiejska,2022-01-01,
18,15,3,3,Ropczyce,gmina miejsko-wiejska,2022-01-01,
18,15,3,4,Ropczyce,miasto,2022-01-01,
18,15,3,5,Ropczyce,obszar wiejski,2022-01-01,
18,15,4,3,Sędziszów Małopolski,gmina miejsko-wiejska,2022-01-01,
18,15,4,4,Sędziszów Małopolski,miasto,2022-01-01,
18,15,4,5,Sędziszów Małopolski,obszar wiejski,2022-01-01,
18,15,5,2,Wielopole Skrzyńskie,gmina wiejska,2022-01-01,
18,16,,,rzeszowski,powiat,2022-01-01,
18,16,1,1,Dynów,gmina miejska,2022-01-01,
18,16,2,3,Błażowa,gmina miejsko-wiejska,2022-01-01,
18,16,2,4,Błażowa,miasto,2022-01-01,
18,16,2,5,Błażowa,obszar wiejski,2022-01-01,
18,16,3,3,Boguchwała,gmina miejsko-wiejska,2022-01-01,
18,16,3,4,Boguchwała,miasto,2022-01-01,
18,16,3,5,Boguchwała,obszar wiejski,2022-01-01,
18,16,4,2,Chmielnik,gmina wiejska,2022-01-01,
18,16,5,2,Dynów,gmina wiejska,2022-01-01,
18,16,6,3,Głogów Małopolski,gmina miejsko-wiejska,2022-01-01,
18,16,6,4,Głogów Małopolski,miasto,2022-01-01,
18,16,6,5,Głogów Małopolski,obszar wiejski,2022-01-01,
18,16,7,2,Hyżne,gmina wiejska,2022-01-01,
18,16,8,2,Kamień,gmina wiejska,2022-01-01,
18,16,9,2,Krasne,gmina wiejska,2022-01-01,
18,16,10,2,Lubenia,gmina wiejska,2022-01-01,
18,16,11,3,Sokołów Małopolski,gmina miejsko-wiejska,2022-01-01,
18,16,11,4,Sokołów Małopolski,miasto,2022-01-01,
18,16,11,5,Sokołów Małopolski,obszar wiejski,2022-01-01,
18,16,12,2,Świlcza,gmina wiejska,2022-01-01,
18,16,13,2,Trzebownisko,gmina wiejska,2022-01-01,
18,16,14,3,Tyczyn,gmina miejsko-wiejska,2022-01-01,
18,16,14,4,Tyczyn,miasto,2022-01-01,
18,16,14,5,Tyczyn,obszar wiejski,2022-01-01,
18,17,,,sanocki,powiat,2022-01-01,
18,17,1,1,Sanok,gmina miejska,2022-01-01,
18,17,2,2,Besko,gmina wiejska,2022-01-01,
18,17,3,2,Bukowsko,gmina wiejska,2022-01-01,
18,17,4,2,Komańcza,gmina wiejska,2022-01-01,
18,17,5,2,Sanok,gmina wiejska,2022-01-01,
18,17,6,2,Tyrawa Wołoska,gmina wiejska,2022-01-01,
18,17,7,3,Zagórz,gmina miejsko-wiejska,2022-01-01,
18,17,7,4,Zagórz,miasto,2022-01-01,
18,17,7,5,Zagórz,obszar wiejski,2022-01-01,
18,17,8,2,Zarszyn,gmina wiejska,2022-01-01,
18,18,,,stalowowolski,powiat,2022-01-01,
18,18,1,1,Stalowa Wola,gmina miejska,2022-01-01,
18,18,2,2,Bojanów,gmina wiejska,2022-01-01,
18,18,3,2,Pysznica,gmina wiejska,2022-01-01,
18,18,4,2,Radomyśl nad Sanem,gmina wiejska,2022-01-01,
18,18,5,3,Zaklików,gmina miejsko-wiejska,2022-01-01,
18,18,5,4,Zaklików,miasto,2022-01-01,
18,18,5,5,Zaklików,obszar wiejski,2022-01-01,
18,18,6,2,Zaleszany,gmina wiejska,2022-01-01,
18,19,,,strzyżowski,powiat,2022-01-01,
18,19,1,2,Czudec,gmina wiejska,2022-01-01,
18,19,2,2,Frysztak,gmina wiejska,2022-01-01,
18,19,3,2,Niebylec,gmina wiejska,2022-01-01,
18,19,4,3,Strzyżów,gmina miejsko-wiejska,2022-01-01,
18,19,4,4,Strzyżów,miasto,2022-01-01,
18,19,4,5,Strzyżów,obszar wiejski,2022-01-01,
18,19,5,2,Wiśniowa,gmina wiejska,2022-01-01,
18,20,,,tarnobrzeski,powiat,2022-01-01,
18,20,1,3,Baranów Sandomierski,gmina miejsko-wiejska,2022-01-01,
18,20,1,4,Baranów Sandomierski,miasto,2022-01-01,
18,20,1,5,Baranów Sandomierski,obszar wiejski,2022-01-01,
18,20,2,2,Gorzyce,gmina wiejska,2022-01-01,
18,20,3,2,Grębów,gmina wiejska,2022-01-01,
18,20,4,3,Nowa Dęba,gmina miejsko-wiejska,2022-01-01,
18,20,4,4,Nowa Dęba,miasto,2022-01-01,
18,20,4,5,Nowa Dęba,obszar wiejski,2022-01-01,
18,21,,,leski,powiat,2022-01-01,
18,21,1,2,Baligród,gmina wiejska,2022-01-01,
18,21,2,2,Cisna,gmina wiejska,2022-01-01,
18,21,3,3,Lesko,gmina miejsko-wiejska,2022-01-01,
18,21,3,4,Lesko,miasto,2022-01-01,
18,21,3,5,Lesko,obszar wiejski,2022-01-01,
18,21,4,2,Olszanica,gmina wiejska,2022-01-01,
18,21,5,2,Solina,gmina wiejska,2022-01-01,
18,61,,,Krosno,miasto na prawach powiatu,2022-01-01,
18,61,1,1,Krosno,gmina miejska,2022-01-01,
18,62,,,Przemyśl,miasto na prawach powiatu,2022-01-01,
18,62,1,1,Przemyśl,gmina miejska,2022-01-01,
18,63,,,Rzeszów,miasto na prawach powiatu,2022-01-01,
18,63,1,1,Rzeszów,gmina miejska,2022-01-01,
18,64,,,Tarnobrzeg,miasto na prawach powiatu,2022-01-01,
18,64,1,1,Tarnobrzeg,gmina miejska,2022-01-01,
20,,,,PODLASKIE,województwo,2022-01-01,
20,1,,,augustowski,powiat,2022-01-01,
20,1,1,1,Augustów,gmina miejska,2022-01-01,
20,1,2,2,Augustów,gmina wiejska,2022-01-01,
20,1,3,2,Bargłów Kościelny,gmina wiejska,2022-01-01,
20,1,4,3,Lipsk,gmina miejsko-wiejska,2022-01-01,
20,1,4,4,Lipsk,miasto,2022-01-01,
20,1,4,5,Lipsk,obszar wiejski,2022-01-01,
20,1,5,2,Nowinka,gmina wiejska,2022-01-01,
20,1,6,2,Płaska,gmina wiejska,2022-01-01,
20,1,7,2,Sztabin,gmina wiejska,2022-01-01,
20,2,,,białostocki,powiat,2022-01-01,
20,2,1,3,Choroszcz,gmina miejsko-wiejska,2022-01-01,
20,2,1,4,Choroszcz,miasto,2022-01-01,
20,2,1,5,Choroszcz,obszar wiejski,2022-01-01,
20,2,2,3,Czarna Białostocka,gmina miejsko-wiejska,2022-01-01,
20,2,2,4,Czarna Białostocka,miasto,2022-01-01,
20,2,2,5,Czarna Białostocka,obszar wiejski,2022-01-01,
20,2,3,2,Dobrzyniewo Duże,gmina wiejska,2022-01-01,
20,2,4,2,Gródek,gmina wiejska,2022-01-01,
20,2,5,2,Juchnowiec Kościelny,gmina wiejska,2022-01-01,
20,2,6,3,Łapy,gmina miejsko-wiejska,2022-01-01,
20,2,6,4,Łapy,miasto,2022-01-01,
20,2,6,5,Łapy,obszar wiejski,2022-01-01,
20,2,7,3,Michałowo,gmina miejsko-wiejska,2022-01-01,
20,2,7,4,Michałowo,miasto,2022-01-01,
20,2,7,5,Michałowo,obszar wiejski,2022-01-01,
20,2,8,2,Poświętne,gmina wiejska,2022-01-01,
20,2,9,3,Supraśl,gmina miejsko-wiejska,2022-01-01,
20,2,9,4,Supraśl,miasto,2022-01-01,
20,2,9,5,Supraśl,obszar wiejski,2022-01-01,
20,2,10,3,Suraż,gmina miejsko-wiejska,2022-01-01,
20,2,10,4,Suraż,miasto,2022-01-01,
20,2,10,5,Suraż,obszar wiejski,2022-01-01,
20,2,11,2,Turośń Kościelna,gmina wiejska,2022-01-01,
20,2,12,3,Tykocin,gmina miejsko-wiejska,2022-01-01,
20,2,12,4,Tykocin,miasto,2022-01-01,
20,2,12,5,Tykocin,obszar wiejski,2022-01-01,
20,2,13,3,Wasilków,gmina miejsko-wiejska,2022-01-01,
20,2,13,4,Wasilków,miasto,2022-01-01,
